text,label
"Hi Jordan, can we move our planning meeting to Tuesday 11am? Let me know what works. [id:0051]",ham
Reminder: project review scheduled for Tuesday 11am. Agenda and minutes are in the calendar invite. [id:0189],ham
Reminder: retrospective scheduled for next Monday 9am. Agenda and agenda are in the calendar invite. [id:0027],ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/claim to avoid suspension. [id:0176],spam
Exclusive promotion just for you: get a premium membership. offer expires soon — unlock access: http://example.com/claim. [id:0043],spam
"Hi Alex, can we move our sync to tomorrow 10am? Let me know what works. [id:0245]",ham
"Act now: You have been selected for a cash reward. To proceed, unlock access at http://example.com/claim. [id:0077]",spam
Support Team: Your account needs attention. limited time. click here at http://example.com/login. [id:0031],spam
"Casey, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0038]",ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/verify to avoid suspension. [id:0137],spam
"Hi Morgan, are you free for dinner today 3pm? [id:0175]",ham
"Hey Morgan, I shared the slides for the course project. Please review when you have a moment. [id:0178]",ham
"Act now: You have been selected for a cash reward. To proceed, click here at http://example.com/claim. [id:0238]",spam
Exclusive promotion just for you: get a premium membership. urgent — unlock access: http://example.com/redeem. [id:0225],spam
Congratulations! Your shopping voucher is waiting. redeem today to complete the request: http://example.com/redeem. [id:0134],spam
"Act now: You have been selected for a premium membership. To proceed, unlock access at http://example.com/login. [id:0022]",spam
"Chris, quick update on the course project: I fixed the issue and pushed a new commit. Notes are in the minutes. [id:0208]",ham
"Last chance: You have been selected for a cash reward. To proceed, unlock access at http://example.com/win. [id:0095]",spam
Reminder: sync scheduled for next Monday 9am. Agenda and agenda are in the calendar invite. [id:0089],ham
Congratulations! Your free iPhone is waiting. confirm your details to complete the request: http://example.com/claim. [id:0195],spam
Exclusive promotion just for you: get a premium membership. urgent — claim now: http://example.com/login. [id:0189],spam
"Urgent: You have been selected for a exclusive deal. To proceed, unlock access at http://example.com/verify. [id:0094]",spam
Exclusive promotion just for you: get a cash reward. offer expires soon — redeem today: http://example.com/login. [id:0198],spam
"Hello Morgan, the minutes from Contoso is ready. I included the doc in the thread. [id:0028]",ham
"Hey Chris, I shared the minutes for the course project. Please review when you have a moment. [id:0078]",ham
"Act now: You have been selected for a shopping voucher. To proceed, click here at http://example.com/login. [id:0046]",spam
"Hello Morgan, the draft from Initech is ready. I included the attached PDF in the thread. [id:0132]",ham
Reminder: project review scheduled for this afternoon. Agenda and report are in the calendar invite. [id:0114],ham
"Jordan, quick update on the database migration: I fixed the issue and pushed a new commit. Notes are in the minutes. [id:0000]",ham
Rewards Center: Your account needs attention. limited time. confirm your details at http://example.com/login. [id:0241],spam
Congratulations! Your gift card is waiting. redeem today to complete the request: http://example.com/login. [id:0203],spam
Exclusive promotion just for you: get a shopping voucher. urgent — confirm your details: http://example.com/redeem. [id:0157],spam
Security alert: unusual activity detected. Please unlock access using http://example.com/redeem to avoid suspension. [id:0059],spam
Account Services: Your account needs attention. limited time. confirm your details at http://example.com/win. [id:0242],spam
Exclusive promotion just for you: get a shopping voucher. urgent — claim now: http://example.com/claim. [id:0041],spam
Security alert: unusual activity detected. Please click here using http://example.com/win to avoid suspension. [id:0149],spam
"Hey Taylor, I shared the minutes for the course project. Please review when you have a moment. [id:0076]",ham
"Riley, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0162]",ham
"Hey Chris, I shared the slides for the RAG platform. Please review when you have a moment. [id:0140]",ham
Congratulations! Your premium membership is waiting. unlock access to complete the request: http://example.com/claim. [id:0013],spam
"Hey Riley, I shared the slides for the internship application. Please review when you have a moment. [id:0127]",ham
Security Desk: Your account needs attention. urgent. unlock access at http://example.com/win. [id:0102],spam
"Hey Riley, I shared the draft for the internship application. Please review when you have a moment. [id:0181]",ham
"Hey Taylor, I shared the draft for the RAG platform. Please review when you have a moment. [id:0057]",ham
"Hi Chris, are you free for dinner this afternoon? [id:0070]",ham
"Hi Riley, can we move our retrospective to next Monday 9am? Let me know what works. [id:0224]",ham
"Chris, quick update on the course project: I fixed the issue and pushed a new commit. Notes are in the notes. [id:0169]",ham
Congratulations! Your premium membership is waiting. click here to complete the request: http://example.com/verify. [id:0044],spam
Congratulations! Your exclusive deal is waiting. redeem today to complete the request: http://example.com/win. [id:0218],spam
Support Team: Your account needs attention. offer expires soon. click here at http://example.com/win. [id:0001],spam
Security alert: unusual activity detected. Please verify your account using http://example.com/win to avoid suspension. [id:0184],spam
"Jamie, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the invoice. [id:0143]",ham
Security alert: unusual activity detected. Please claim now using http://example.com/login to avoid suspension. [id:0078],spam
"Hi Sam, can we move our retrospective to Friday 2pm? Let me know what works. [id:0001]",ham
"Jamie, quick update on the website update: I fixed the issue and pushed a new commit. Notes are in the proposal. [id:0031]",ham
"Hi Taylor, can we move our standup to Tuesday 11am? Let me know what works. [id:0042]",ham
"Act now: You have been selected for a shopping voucher. To proceed, unlock access at http://example.com/redeem. [id:0201]",spam
Exclusive promotion just for you: get a cash reward. offer expires soon — verify your account: http://example.com/claim. [id:0025],spam
Security alert: unusual activity detected. Please confirm your details using http://example.com/claim to avoid suspension. [id:0049],spam
Reminder: 1:1 scheduled for today 3pm. Agenda and minutes are in the calendar invite. [id:0222],ham
"Urgent: You have been selected for a shopping voucher. To proceed, confirm your details at http://example.com/redeem. [id:0152]",spam
Security alert: unusual activity detected. Please unlock access using http://example.com/login to avoid suspension. [id:0144],spam
"Hi Alex, are you free for lunch this afternoon? [id:0088]",ham
"Hello Casey, the agenda from Contoso is ready. I included the slides in the thread. [id:0206]",ham
"Hello Taylor, the draft from Acme Corp is ready. I included the zip file in the thread. [id:0026]",ham
"Hello Jordan, the draft from Contoso is ready. I included the zip file in the thread. [id:0211]",ham
Reminder: 1:1 scheduled for Friday 2pm. Agenda and notes are in the calendar invite. [id:0119],ham
Reminder: retrospective scheduled for tomorrow 10am. Agenda and slides are in the calendar invite. [id:0033],ham
"Hi Chris, can we move our demo to this afternoon? Let me know what works. [id:0106]",ham
Exclusive promotion just for you: get a premium membership. final notice — confirm your details: http://example.com/redeem. [id:0209],spam
"Limited time: You have been selected for a free iPhone. To proceed, claim now at http://example.com/login. [id:0097]",spam
Congratulations! Your gift card is waiting. verify your account to complete the request: http://example.com/win. [id:0105],spam
Reminder: planning meeting scheduled for next Monday 9am. Agenda and report are in the calendar invite. [id:0225],ham
"Hi Casey, are you free for dinner this afternoon? [id:0183]",ham
Promotions: Your account needs attention. limited time. unlock access at http://example.com/redeem. [id:0027],spam
Promotions: Your account needs attention. limited time. verify your account at http://example.com/redeem. [id:0080],spam
Exclusive promotion just for you: get a shopping voucher. final notice — unlock access: http://example.com/redeem. [id:0222],spam
"Hi Chris, are you free for brunch today 3pm? [id:0060]",ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/win to avoid suspension. [id:0084],spam
"Hello Taylor, the draft from Umbrella is ready. I included the zip file in the thread. [id:0084]",ham
Security alert: unusual activity detected. Please claim now using http://example.com/login to avoid suspension. [id:0220],spam
Security alert: unusual activity detected. Please unlock access using http://example.com/win to avoid suspension. [id:0015],spam
"Hi Avery, can we move our client call to this afternoon? Let me know what works. [id:0110]",ham
Security alert: unusual activity detected. Please redeem today using http://example.com/win to avoid suspension. [id:0247],spam
"Hello Riley, the slides from Globex is ready. I included the slides in the thread. [id:0064]",ham
"Hello Avery, the report from Northwind is ready. I included the doc in the thread. [id:0054]",ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/claim to avoid suspension. [id:0173],spam
Congratulations! Your free iPhone is waiting. redeem today to complete the request: http://example.com/claim. [id:0047],spam
Reminder: planning meeting scheduled for Tuesday 11am. Agenda and slides are in the calendar invite. [id:0030],ham
Support Team: Your account needs attention. limited time. click here at http://example.com/redeem. [id:0038],spam
"Hi Chris, can we move our sync to this afternoon? Let me know what works. [id:0124]",ham
"Act now: You have been selected for a cash reward. To proceed, redeem today at http://example.com/redeem. [id:0082]",spam
"Hi Alex, can we move our project review to next Monday 9am? Let me know what works. [id:0184]",ham
"Offer expires soon: You have been selected for a free iPhone. To proceed, verify your account at http://example.com/win. [id:0087]",spam
Exclusive promotion just for you: get a shopping voucher. offer expires soon — confirm your details: http://example.com/redeem. [id:0175],spam
Reminder: client call scheduled for tomorrow 10am. Agenda and minutes are in the calendar invite. [id:0172],ham
"Avery, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the slides. [id:0228]",ham
Exclusive promotion just for you: get a premium membership. final notice — redeem today: http://example.com/win. [id:0133],spam
"Hello Chris, the draft from Umbrella is ready. I included the doc in the thread. [id:0220]",ham
Congratulations! Your free iPhone is waiting. claim now to complete the request: http://example.com/redeem. [id:0010],spam
Congratulations! Your free iPhone is waiting. redeem today to complete the request: http://example.com/redeem. [id:0150],spam
Exclusive promotion just for you: get a free iPhone. act now — redeem today: http://example.com/redeem. [id:0017],spam
"Casey, quick update on the database migration: I fixed the issue and pushed a new commit. Notes are in the slides. [id:0159]",ham
"Act now: You have been selected for a exclusive deal. To proceed, click here at http://example.com/claim. [id:0037]",spam
"Urgent: You have been selected for a gift card. To proceed, confirm your details at http://example.com/verify. [id:0231]",spam
Billing Dept: Your account needs attention. urgent. verify your account at http://example.com/redeem. [id:0083],spam
Security Desk: Your account needs attention. act now. confirm your details at http://example.com/verify. [id:0115],spam
"Hey Chris, I shared the draft for the bugfix release. Please review when you have a moment. [id:0101]",ham
Reminder: project review scheduled for this afternoon. Agenda and draft are in the calendar invite. [id:0138],ham
"Hi Morgan, can we move our 1:1 to tomorrow 10am? Let me know what works. [id:0083]",ham
"Hi Avery, are you free for lunch this evening? [id:0045]",ham
"Hi Jamie, are you free for lunch today 3pm? [id:0153]",ham
"Limited time: You have been selected for a premium membership. To proceed, confirm your details at http://example.com/login. [id:0245]",spam
"Hello Alex, the report from Globex is ready. I included the attached PDF in the thread. [id:0174]",ham
Support Team: Your account needs attention. act now. verify your account at http://example.com/verify. [id:0051],spam
Exclusive promotion just for you: get a gift card. urgent — click here: http://example.com/redeem. [id:0192],spam
"Hello Sam, the minutes from Northwind is ready. I included the zip file in the thread. [id:0029]",ham
"Hi Taylor, are you free for brunch this evening? [id:0201]",ham
"Urgent: You have been selected for a premium membership. To proceed, confirm your details at http://example.com/verify. [id:0193]",spam
"Hi Sam, are you free for coffee next Monday 9am? [id:0002]",ham
Exclusive promotion just for you: get a exclusive deal. final notice — unlock access: http://example.com/redeem. [id:0211],spam
"Hello Riley, the invoice from Acme Corp is ready. I included the attached PDF in the thread. [id:0219]",ham
"Final notice: You have been selected for a exclusive deal. To proceed, unlock access at http://example.com/verify. [id:0214]",spam
"Morgan, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the minutes. [id:0125]",ham
"Last chance: You have been selected for a exclusive deal. To proceed, verify your account at http://example.com/win. [id:0224]",spam
"Last chance: You have been selected for a cash reward. To proceed, unlock access at http://example.com/login. [id:0197]",spam
Promotions: Your account needs attention. limited time. unlock access at http://example.com/claim. [id:0024],spam
"Hi Avery, are you free for brunch Tuesday 11am? [id:0247]",ham
"Hey Alex, I shared the minutes for the course project. Please review when you have a moment. [id:0118]",ham
Congratulations! Your premium membership is waiting. confirm your details to complete the request: http://example.com/claim. [id:0055],spam
"Hey Alex, I shared the proposal for the RAG platform. Please review when you have a moment. [id:0152]",ham
Exclusive promotion just for you: get a shopping voucher. limited time — confirm your details: http://example.com/redeem. [id:0131],spam
Congratulations! Your exclusive deal is waiting. unlock access to complete the request: http://example.com/login. [id:0179],spam
Security alert: unusual activity detected. Please claim now using http://example.com/redeem to avoid suspension. [id:0034],spam
"Hey Avery, I shared the agenda for the RAG platform. Please review when you have a moment. [id:0104]",ham
Congratulations! Your shopping voucher is waiting. claim now to complete the request: http://example.com/claim. [id:0127],spam
Congratulations! Your cash reward is waiting. redeem today to complete the request: http://example.com/claim. [id:0107],spam
Billing Dept: Your account needs attention. final notice. confirm your details at http://example.com/verify. [id:0135],spam
Congratulations! Your gift card is waiting. confirm your details to complete the request: http://example.com/redeem. [id:0005],spam
Billing Dept: Your account needs attention. final notice. unlock access at http://example.com/win. [id:0228],spam
Exclusive promotion just for you: get a premium membership. final notice — redeem today: http://example.com/claim. [id:0171],spam
"Hey Casey, I shared the slides for the RAG platform. Please review when you have a moment. [id:0217]",ham
Reminder: demo scheduled for Friday 2pm. Agenda and slides are in the calendar invite. [id:0248],ham
"Hello Taylor, the agenda from Initech is ready. I included the attached PDF in the thread. [id:0230]",ham
"Hi Chris, are you free for dinner this evening? [id:0093]",ham
"Hi Jordan, are you free for coffee this afternoon? [id:0112]",ham
"Hi Sam, can we move our client call to Friday 2pm? Let me know what works. [id:0170]",ham
Security alert: unusual activity detected. Please claim now using http://example.com/login to avoid suspension. [id:0045],spam
"Hi Jamie, are you free for coffee tomorrow 10am? [id:0203]",ham
"Hey Morgan, I shared the draft for the RAG platform. Please review when you have a moment. [id:0075]",ham
Security Desk: Your account needs attention. offer expires soon. confirm your details at http://example.com/claim. [id:0085],spam
Promotions: Your account needs attention. offer expires soon. claim now at http://example.com/redeem. [id:0163],spam
Support Team: Your account needs attention. limited time. confirm your details at http://example.com/win. [id:0177],spam
Congratulations! Your gift card is waiting. click here to complete the request: http://example.com/claim. [id:0121],spam
Account Services: Your account needs attention. final notice. unlock access at http://example.com/login. [id:0039],spam
"Hi Avery, are you free for brunch tomorrow 10am? [id:0131]",ham
Security alert: unusual activity detected. Please confirm your details using http://example.com/redeem to avoid suspension. [id:0169],spam
"Last chance: You have been selected for a exclusive deal. To proceed, claim now at http://example.com/login. [id:0072]",spam
"Hi Avery, can we move our planning meeting to today 3pm? Let me know what works. [id:0004]",ham
"Urgent: You have been selected for a exclusive deal. To proceed, redeem today at http://example.com/win. [id:0053]",spam
"Hi Alex, can we move our planning meeting to tomorrow 10am? Let me know what works. [id:0039]",ham
"Morgan, quick update on the internship application: I fixed the issue and pushed a new commit. Notes are in the slides. [id:0077]",ham
Exclusive promotion just for you: get a exclusive deal. act now — confirm your details: http://example.com/verify. [id:0113],spam
"Hello Morgan, the proposal from Umbrella is ready. I included the spreadsheet in the thread. [id:0063]",ham
"Hi Sam, are you free for brunch this afternoon? [id:0164]",ham
Reminder: project review scheduled for next Monday 9am. Agenda and agenda are in the calendar invite. [id:0221],ham
Exclusive promotion just for you: get a free iPhone. act now — verify your account: http://example.com/redeem. [id:0162],spam
"Hello Morgan, the invoice from Umbrella is ready. I included the spreadsheet in the thread. [id:0058]",ham
Congratulations! Your premium membership is waiting. confirm your details to complete the request: http://example.com/login. [id:0093],spam
Security alert: unusual activity detected. Please click here using http://example.com/redeem to avoid suspension. [id:0016],spam
"Morgan, quick update on the website update: I fixed the issue and pushed a new commit. Notes are in the slides. [id:0040]",ham
"Hello Jamie, the invoice from Umbrella is ready. I included the spreadsheet in the thread. [id:0144]",ham
"Hey Casey, I shared the report for the internship application. Please review when you have a moment. [id:0185]",ham
"Offer expires soon: You have been selected for a gift card. To proceed, click here at http://example.com/login. [id:0200]",spam
Reminder: client call scheduled for today 3pm. Agenda and report are in the calendar invite. [id:0043],ham
"Hey Morgan, I shared the slides for the database migration. Please review when you have a moment. [id:0246]",ham
Reminder: retrospective scheduled for this evening. Agenda and draft are in the calendar invite. [id:0109],ham
"Hi Alex, can we move our sync to tomorrow 10am? Let me know what works. [id:0235]",ham
Congratulations! Your premium membership is waiting. click here to complete the request: http://example.com/redeem. [id:0000],spam
"Avery, quick update on the bugfix release: I fixed the issue and pushed a new commit. Notes are in the slides. [id:0123]",ham
Congratulations! Your gift card is waiting. unlock access to complete the request: http://example.com/login. [id:0090],spam
